species,scientific_name,start_time,end_time,confidence,label,File,timestamp_str,duration
Bald Eagle,Haliaeetus leucocephalus,21.0,24.0,0.18510347604751587,Haliaeetus leucocephalus_Bald Eagle,20250610_144000.WAV,20250610_144000,3.0
Pied Avocet,Recurvirostra avosetta,39.0,42.0,0.15510953962802887,Recurvirostra avosetta_Pied Avocet,20250610_144000.WAV,20250610_144000,3.0
Common Greenshank,Tringa nebularia,48.0,51.0,0.1086786761879921,Tringa nebularia_Common Greenshank,20250610_144000.WAV,20250610_144000,3.0
Wrentit,Chamaea fasciata,48.0,51.0,0.1022486463189125,Chamaea fasciata_Wrentit,20250610_144000.WAV,20250610_144000,3.0
Lesser Yellowlegs,Tringa flavipes,48.0,51.0,0.1019919142127037,Tringa flavipes_Lesser Yellowlegs,20250610_144000.WAV,20250610_144000,3.0
Northern Mockingbird,Mimus polyglottos,51.0,54.0,0.1049935594201088,Mimus polyglottos_Northern Mockingbird,20250610_144000.WAV,20250610_144000,3.0
Baillon's Crake,Zapornia pusilla,6.0,9.0,0.3466174304485321,Zapornia pusilla_Baillon's Crake,20250610_144100.WAV,20250610_144100,3.0
Common Greenshank,Tringa nebularia,12.0,15.0,0.8202967643737793,Tringa nebularia_Common Greenshank,20250610_144100.WAV,20250610_144100,3.0
Green Shrike-Vireo,Vireolanius pulchellus,12.0,15.0,0.1691475510597229,Vireolanius pulchellus_Green Shrike-Vireo,20250610_144100.WAV,20250610_144100,3.0
Eastern Bluebird,Sialia sialis,15.0,18.0,0.7423235774040222,Sialia sialis_Eastern Bluebird,20250610_144100.WAV,20250610_144100,3.0
Painted Bunting,Passerina ciris,15.0,18.0,0.18751245737075806,Passerina ciris_Painted Bunting,20250610_144100.WAV,20250610_144100,3.0
Eurasian Blackbird,Turdus merula,21.0,24.0,0.23350808024406433,Turdus merula_Eurasian Blackbird,20250610_144100.WAV,20250610_144100,3.0
Eastern Phoebe,Sayornis phoebe,33.0,36.0,0.10737992078065872,Sayornis phoebe_Eastern Phoebe,20250610_144100.WAV,20250610_144100,3.0
Western Bluebird,Sialia mexicana,39.0,42.0,0.2986800968647003,Sialia mexicana_Western Bluebird,20250610_144100.WAV,20250610_144100,3.0
Mountain Bluebird,Sialia currucoides,39.0,42.0,0.1394861489534378,Sialia currucoides_Mountain Bluebird,20250610_144100.WAV,20250610_144100,3.0
Brown Thrasher,Toxostoma rufum,9.0,12.0,0.14821012318134308,Toxostoma rufum_Brown Thrasher,20250610_144200.WAV,20250610_144200,3.0
Northern Mockingbird,Mimus polyglottos,12.0,15.0,0.13856293261051178,Mimus polyglottos_Northern Mockingbird,20250610_144200.WAV,20250610_144200,3.0
Northern Mockingbird,Mimus polyglottos,30.0,33.0,0.12296189367771149,Mimus polyglottos_Northern Mockingbird,20250610_144200.WAV,20250610_144200,3.0
Akohekohe,Palmeria dolei,36.0,39.0,0.7571437954902649,Palmeria dolei_Akohekohe,20250610_144200.WAV,20250610_144200,3.0
Dunnock,Prunella modularis,21.0,24.0,0.23401765525341034,Prunella modularis_Dunnock,20250610_144300.WAV,20250610_144300,3.0
Painted Bunting,Passerina ciris,21.0,24.0,0.10362865775823593,Passerina ciris_Painted Bunting,20250610_144300.WAV,20250610_144300,3.0
Painted Bunting,Passerina ciris,30.0,33.0,0.8688074350357056,Passerina ciris_Painted Bunting,20250610_144300.WAV,20250610_144300,3.0
Dunnock,Prunella modularis,30.0,33.0,0.6033127903938293,Prunella modularis_Dunnock,20250610_144300.WAV,20250610_144300,3.0
Painted Bunting,Passerina ciris,39.0,42.0,0.671552300453186,Passerina ciris_Painted Bunting,20250610_144300.WAV,20250610_144300,3.0
Dunnock,Prunella modularis,39.0,42.0,0.330270916223526,Prunella modularis_Dunnock,20250610_144300.WAV,20250610_144300,3.0
Hawaii Amakihi,Chlorodrepanis virens,45.0,48.0,0.19738630950450897,Chlorodrepanis virens_Hawaii Amakihi,20250610_144300.WAV,20250610_144300,3.0
Spotted Crake,Porzana porzana,27.0,30.0,0.17021971940994263,Porzana porzana_Spotted Crake,20250610_144900.WAV,20250610_144900,3.0
Spotted Crake,Porzana porzana,33.0,36.0,0.12386880069971085,Porzana porzana_Spotted Crake,20250610_144900.WAV,20250610_144900,3.0
Hawaii Amakihi,Chlorodrepanis virens,27.0,30.0,0.10493006557226181,Chlorodrepanis virens_Hawaii Amakihi,20250610_145000.WAV,20250610_145000,3.0
Painted Bunting,Passerina ciris,18.0,21.0,0.21850481629371643,Passerina ciris_Painted Bunting,20250610_145200.WAV,20250610_145200,3.0
Dunnock,Prunella modularis,6.0,9.0,0.39398711919784546,Prunella modularis_Dunnock,20250610_145300.WAV,20250610_145300,3.0
White-winged Crossbill,Loxia leucoptera,24.0,27.0,0.10148046910762787,Loxia leucoptera_White-winged Crossbill,20250610_145300.WAV,20250610_145300,3.0
Spotted Crake,Porzana porzana,9.0,12.0,0.17342448234558105,Porzana porzana_Spotted Crake,20250610_145600.WAV,20250610_145600,3.0
Spotted Crake,Porzana porzana,18.0,21.0,0.11236882954835892,Porzana porzana_Spotted Crake,20250610_145800.WAV,20250610_145800,3.0
Engine,Engine,48.0,51.0,0.12370815128087997,Engine_Engine,20250610_145800.WAV,20250610_145800,3.0
Spotted Crake,Porzana porzana,48.0,51.0,0.11035603284835815,Porzana porzana_Spotted Crake,20250610_145800.WAV,20250610_145800,3.0
Spotted Crake,Porzana porzana,51.0,54.0,0.11048134416341782,Porzana porzana_Spotted Crake,20250610_145800.WAV,20250610_145800,3.0
Painted Bunting,Passerina ciris,12.0,15.0,0.17505133152008057,Passerina ciris_Painted Bunting,20250610_150100.WAV,20250610_150100,3.0
European Pied Flycatcher,Ficedula hypoleuca,33.0,36.0,0.38157349824905396,Ficedula hypoleuca_European Pied Flycatcher,20250610_150100.WAV,20250610_150100,3.0
Painted Bunting,Passerina ciris,45.0,48.0,0.9751324653625488,Passerina ciris_Painted Bunting,20250610_150100.WAV,20250610_150100,3.0
Dunnock,Prunella modularis,45.0,48.0,0.43126463890075684,Prunella modularis_Dunnock,20250610_150100.WAV,20250610_150100,3.0
Painted Bunting,Passerina ciris,0.0,3.0,0.9200145602226257,Passerina ciris_Painted Bunting,20250610_150200.WAV,20250610_150200,3.0
House Finch,Haemorhous mexicanus,15.0,18.0,0.42186498641967773,Haemorhous mexicanus_House Finch,20250610_150200.WAV,20250610_150200,3.0
Canyon Wren,Catherpes mexicanus,15.0,18.0,0.21118392050266266,Catherpes mexicanus_Canyon Wren,20250610_150200.WAV,20250610_150200,3.0
House Sparrow,Passer domesticus,18.0,21.0,0.12571169435977936,Passer domesticus_House Sparrow,20250610_150200.WAV,20250610_150200,3.0
Painted Bunting,Passerina ciris,30.0,33.0,0.16757938265800476,Passerina ciris_Painted Bunting,20250610_150200.WAV,20250610_150200,3.0
Hawfinch,Coccothraustes coccothraustes,42.0,45.0,0.14458030462265015,Coccothraustes coccothraustes_Hawfinch,20250610_150200.WAV,20250610_150200,3.0
Painted Bunting,Passerina ciris,6.0,9.0,0.3046768009662628,Passerina ciris_Painted Bunting,20250610_150300.WAV,20250610_150300,3.0
Painted Bunting,Passerina ciris,51.0,54.0,0.2053009420633316,Passerina ciris_Painted Bunting,20250610_150300.WAV,20250610_150300,3.0
Tawny Owl,Strix aluco,30.0,33.0,0.1428762972354889,Strix aluco_Tawny Owl,20250610_150700.WAV,20250610_150700,3.0
Song Thrush,Turdus philomelos,9.0,12.0,0.12607936561107635,Turdus philomelos_Song Thrush,20250610_151100.WAV,20250610_151100,3.0
Common Greenshank,Tringa nebularia,12.0,15.0,0.5695735812187195,Tringa nebularia_Common Greenshank,20250610_151100.WAV,20250610_151100,3.0
Northern Mockingbird,Mimus polyglottos,0.0,3.0,0.12941616773605347,Mimus polyglottos_Northern Mockingbird,20250610_151300.WAV,20250610_151300,3.0
Northern Mockingbird,Mimus polyglottos,6.0,9.0,0.21004445850849152,Mimus polyglottos_Northern Mockingbird,20250610_151300.WAV,20250610_151300,3.0
Whimbrel,Numenius phaeopus,9.0,12.0,0.15607549250125885,Numenius phaeopus_Whimbrel,20250610_151300.WAV,20250610_151300,3.0
Pileated Woodpecker,Dryocopus pileatus,9.0,12.0,0.1352599561214447,Dryocopus pileatus_Pileated Woodpecker,20250610_151300.WAV,20250610_151300,3.0
Tufted Titmouse,Baeolophus bicolor,9.0,12.0,0.1327507644891739,Baeolophus bicolor_Tufted Titmouse,20250610_151300.WAV,20250610_151300,3.0
Northern Mockingbird,Mimus polyglottos,12.0,15.0,0.4784124791622162,Mimus polyglottos_Northern Mockingbird,20250610_151300.WAV,20250610_151300,3.0
Common Greenshank,Tringa nebularia,12.0,15.0,0.1051928699016571,Tringa nebularia_Common Greenshank,20250610_151300.WAV,20250610_151300,3.0
Akohekohe,Palmeria dolei,30.0,33.0,0.22818037867546082,Palmeria dolei_Akohekohe,20250610_151300.WAV,20250610_151300,3.0
Eastern Bluebird,Sialia sialis,33.0,36.0,0.3185332417488098,Sialia sialis_Eastern Bluebird,20250610_151300.WAV,20250610_151300,3.0
Common Greenshank,Tringa nebularia,33.0,36.0,0.17385903000831604,Tringa nebularia_Common Greenshank,20250610_151300.WAV,20250610_151300,3.0
Pileated Woodpecker,Dryocopus pileatus,45.0,48.0,0.1528024673461914,Dryocopus pileatus_Pileated Woodpecker,20250610_151300.WAV,20250610_151300,3.0
Northern Mockingbird,Mimus polyglottos,42.0,45.0,0.3497646450996399,Mimus polyglottos_Northern Mockingbird,20250610_151400.WAV,20250610_151400,3.0
Eastern Bluebird,Sialia sialis,48.0,51.0,0.4656755328178406,Sialia sialis_Eastern Bluebird,20250610_151400.WAV,20250610_151400,3.0
Eastern Bluebird,Sialia sialis,9.0,12.0,0.10166425257921219,Sialia sialis_Eastern Bluebird,20250610_151500.WAV,20250610_151500,3.0
Water Rail,Rallus aquaticus,18.0,21.0,0.2435920238494873,Rallus aquaticus_Water Rail,20250610_151500.WAV,20250610_151500,3.0
Dunlin,Calidris alpina,18.0,21.0,0.17707307636737823,Calidris alpina_Dunlin,20250610_151500.WAV,20250610_151500,3.0
Eastern Bluebird,Sialia sialis,21.0,24.0,0.11846555024385452,Sialia sialis_Eastern Bluebird,20250610_151500.WAV,20250610_151500,3.0
Tropical Mockingbird,Mimus gilvus,24.0,27.0,0.12519463896751404,Mimus gilvus_Tropical Mockingbird,20250610_151500.WAV,20250610_151500,3.0
Mallard,Anas platyrhynchos,33.0,36.0,0.11971499770879745,Anas platyrhynchos_Mallard,20250610_151500.WAV,20250610_151500,3.0
Red-breasted Toucan,Ramphastos dicolorus,33.0,36.0,0.11531506478786469,Ramphastos dicolorus_Red-breasted Toucan,20250610_151500.WAV,20250610_151500,3.0
Mallard,Anas platyrhynchos,39.0,42.0,0.24073722958564758,Anas platyrhynchos_Mallard,20250610_151500.WAV,20250610_151500,3.0
Northern Mockingbird,Mimus polyglottos,39.0,42.0,0.14155863225460052,Mimus polyglottos_Northern Mockingbird,20250610_151600.WAV,20250610_151600,3.0
Eastern Bluebird,Sialia sialis,42.0,45.0,0.2817223370075226,Sialia sialis_Eastern Bluebird,20250610_151600.WAV,20250610_151600,3.0
Akohekohe,Palmeria dolei,3.0,6.0,0.14752626419067383,Palmeria dolei_Akohekohe,20250610_151700.WAV,20250610_151700,3.0
Red-breasted Nuthatch,Sitta canadensis,24.0,27.0,0.10708241909742355,Sitta canadensis_Red-breasted Nuthatch,20250610_151700.WAV,20250610_151700,3.0
Mallard,Anas platyrhynchos,24.0,27.0,0.1163216158747673,Anas platyrhynchos_Mallard,20250610_152200.WAV,20250610_152200,3.0
Red-breasted Nuthatch,Sitta canadensis,30.0,33.0,0.2925342321395874,Sitta canadensis_Red-breasted Nuthatch,20250610_152300.WAV,20250610_152300,3.0
Tawny Owl,Strix aluco,0.0,3.0,0.16659729182720184,Strix aluco_Tawny Owl,20250610_152400.WAV,20250610_152400,3.0
Tawny Owl,Strix aluco,6.0,9.0,0.6601325273513794,Strix aluco_Tawny Owl,20250610_152400.WAV,20250610_152400,3.0
Spotted Crake,Porzana porzana,24.0,27.0,0.1047515943646431,Porzana porzana_Spotted Crake,20250610_152400.WAV,20250610_152400,3.0
Spotted Crake,Porzana porzana,36.0,39.0,0.12673532962799072,Porzana porzana_Spotted Crake,20250610_152400.WAV,20250610_152400,3.0
Tawny Owl,Strix aluco,42.0,45.0,0.1135031059384346,Strix aluco_Tawny Owl,20250610_152400.WAV,20250610_152400,3.0
Spotted Crake,Porzana porzana,0.0,3.0,0.1649244874715805,Porzana porzana_Spotted Crake,20250610_152500.WAV,20250610_152500,3.0
Spotted Crake,Porzana porzana,21.0,24.0,0.12560901045799255,Porzana porzana_Spotted Crake,20250610_152500.WAV,20250610_152500,3.0
Hawaiian Petrel,Pterodroma sandwichensis,30.0,33.0,0.16891548037528992,Pterodroma sandwichensis_Hawaiian Petrel,20250610_152500.WAV,20250610_152500,3.0
Common Redpoll,Acanthis flammea,36.0,39.0,0.19356690347194672,Acanthis flammea_Common Redpoll,20250610_152500.WAV,20250610_152500,3.0
Tawny Owl,Strix aluco,45.0,48.0,0.1965135782957077,Strix aluco_Tawny Owl,20250610_152500.WAV,20250610_152500,3.0
Morepork,Ninox novaeseelandiae,45.0,48.0,0.12144285440444946,Ninox novaeseelandiae_Morepork,20250610_152500.WAV,20250610_152500,3.0
Spotted Crake,Porzana porzana,33.0,36.0,0.10137294232845306,Porzana porzana_Spotted Crake,20250610_152600.WAV,20250610_152600,3.0
Common Redshank,Tringa totanus,42.0,45.0,0.17250165343284607,Tringa totanus_Common Redshank,20250610_152600.WAV,20250610_152600,3.0
Barn Swallow,Hirundo rustica,15.0,18.0,0.7684130072593689,Hirundo rustica_Barn Swallow,20250610_152700.WAV,20250610_152700,3.0
Little Grebe,Tachybaptus ruficollis,39.0,42.0,0.10192866623401642,Tachybaptus ruficollis_Little Grebe,20250610_152700.WAV,20250610_152700,3.0
Palila,Loxioides bailleui,51.0,54.0,0.14499816298484802,Loxioides bailleui_Palila,20250610_152700.WAV,20250610_152700,3.0
Hawaii Amakihi,Chlorodrepanis virens,51.0,54.0,0.10002613067626953,Chlorodrepanis virens_Hawaii Amakihi,20250610_152700.WAV,20250610_152700,3.0
Eastern Bluebird,Sialia sialis,6.0,9.0,0.6902778148651123,Sialia sialis_Eastern Bluebird,20250610_152800.WAV,20250610_152800,3.0
Eastern Bluebird,Sialia sialis,45.0,48.0,0.10004319995641708,Sialia sialis_Eastern Bluebird,20250610_152800.WAV,20250610_152800,3.0
Engine,Engine,6.0,9.0,0.11945454031229019,Engine_Engine,20250610_152900.WAV,20250610_152900,3.0
Eurasian Blackbird,Turdus merula,51.0,54.0,0.10310229659080505,Turdus merula_Eurasian Blackbird,20250610_152900.WAV,20250610_152900,3.0
Eurasian Moorhen,Gallinula chloropus,0.0,3.0,0.15372462570667267,Gallinula chloropus_Eurasian Moorhen,20250610_153000.WAV,20250610_153000,3.0
Eastern Bluebird,Sialia sialis,36.0,39.0,0.5678587555885315,Sialia sialis_Eastern Bluebird,20250610_153000.WAV,20250610_153000,3.0
Common Greenshank,Tringa nebularia,36.0,39.0,0.16030758619308472,Tringa nebularia_Common Greenshank,20250610_153000.WAV,20250610_153000,3.0
Red-breasted Nuthatch,Sitta canadensis,42.0,45.0,0.1623438149690628,Sitta canadensis_Red-breasted Nuthatch,20250610_153000.WAV,20250610_153000,3.0
Tufted Titmouse,Baeolophus bicolor,45.0,48.0,0.29927682876586914,Baeolophus bicolor_Tufted Titmouse,20250610_153000.WAV,20250610_153000,3.0
White-breasted Nuthatch,Sitta carolinensis,45.0,48.0,0.10528194159269333,Sitta carolinensis_White-breasted Nuthatch,20250610_153000.WAV,20250610_153000,3.0
Eastern Bluebird,Sialia sialis,48.0,51.0,0.47606131434440613,Sialia sialis_Eastern Bluebird,20250610_153000.WAV,20250610_153000,3.0
Eurasian Magpie,Pica pica,51.0,54.0,0.16836200654506683,Pica pica_Eurasian Magpie,20250610_153000.WAV,20250610_153000,3.0
Barn Swallow,Hirundo rustica,6.0,9.0,0.2676536738872528,Hirundo rustica_Barn Swallow,20250610_153100.WAV,20250610_153100,3.0
Common House-Martin,Delichon urbicum,6.0,9.0,0.20458003878593445,Delichon urbicum_Common House-Martin,20250610_153100.WAV,20250610_153100,3.0
Carolina Wren,Thryothorus ludovicianus,30.0,33.0,0.11258962750434875,Thryothorus ludovicianus_Carolina Wren,20250610_153100.WAV,20250610_153100,3.0
Carolina Wren,Thryothorus ludovicianus,36.0,39.0,0.17467282712459564,Thryothorus ludovicianus_Carolina Wren,20250610_153100.WAV,20250610_153100,3.0
Tawny Owl,Strix aluco,9.0,12.0,0.14183658361434937,Strix aluco_Tawny Owl,20250610_153200.WAV,20250610_153200,3.0
Mourning Dove,Zenaida macroura,24.0,27.0,0.17928007245063782,Zenaida macroura_Mourning Dove,20250610_153200.WAV,20250610_153200,3.0
Mourning Dove,Zenaida macroura,48.0,51.0,0.11229258030653,Zenaida macroura_Mourning Dove,20250610_153200.WAV,20250610_153200,3.0
Carolina Wren,Thryothorus ludovicianus,3.0,6.0,0.48748573660850525,Thryothorus ludovicianus_Carolina Wren,20250610_153300.WAV,20250610_153300,3.0
Carolina Wren,Thryothorus ludovicianus,6.0,9.0,0.8059779405593872,Thryothorus ludovicianus_Carolina Wren,20250610_153300.WAV,20250610_153300,3.0
Hawaii Amakihi,Chlorodrepanis virens,9.0,12.0,0.2605728805065155,Chlorodrepanis virens_Hawaii Amakihi,20250610_153300.WAV,20250610_153300,3.0
Carolina Wren,Thryothorus ludovicianus,12.0,15.0,0.284857839345932,Thryothorus ludovicianus_Carolina Wren,20250610_153300.WAV,20250610_153300,3.0
Mourning Dove,Zenaida macroura,15.0,18.0,0.5598090291023254,Zenaida macroura_Mourning Dove,20250610_153300.WAV,20250610_153300,3.0
Carolina Wren,Thryothorus ludovicianus,18.0,21.0,0.35784462094306946,Thryothorus ludovicianus_Carolina Wren,20250610_153300.WAV,20250610_153300,3.0
Mourning Dove,Zenaida macroura,27.0,30.0,0.35226455330848694,Zenaida macroura_Mourning Dove,20250610_153300.WAV,20250610_153300,3.0
Common Redpoll,Acanthis flammea,39.0,42.0,0.5000050663948059,Acanthis flammea_Common Redpoll,20250610_153300.WAV,20250610_153300,3.0
American Goldfinch,Spinus tristis,39.0,42.0,0.23288659751415253,Spinus tristis_American Goldfinch,20250610_153300.WAV,20250610_153300,3.0
Pine Siskin,Spinus pinus,42.0,45.0,0.11141214519739151,Spinus pinus_Pine Siskin,20250610_153300.WAV,20250610_153300,3.0
Mourning Dove,Zenaida macroura,0.0,3.0,0.7473756074905396,Zenaida macroura_Mourning Dove,20250610_153400.WAV,20250610_153400,3.0
Mourning Dove,Zenaida macroura,3.0,6.0,0.6807316541671753,Zenaida macroura_Mourning Dove,20250610_153400.WAV,20250610_153400,3.0
Mourning Dove,Zenaida macroura,15.0,18.0,0.15260526537895203,Zenaida macroura_Mourning Dove,20250610_153400.WAV,20250610_153400,3.0
Black-capped Chickadee,Poecile atricapillus,18.0,21.0,0.17815756797790527,Poecile atricapillus_Black-capped Chickadee,20250610_153400.WAV,20250610_153400,3.0
Little Grebe,Tachybaptus ruficollis,21.0,24.0,0.11082136631011963,Tachybaptus ruficollis_Little Grebe,20250610_153400.WAV,20250610_153400,3.0
Tawny Owl,Strix aluco,24.0,27.0,0.5048048496246338,Strix aluco_Tawny Owl,20250610_153400.WAV,20250610_153400,3.0
Red-shouldered Hawk,Buteo lineatus,33.0,36.0,0.5205333828926086,Buteo lineatus_Red-shouldered Hawk,20250610_153400.WAV,20250610_153400,3.0
Common Buzzard,Buteo buteo,45.0,48.0,0.5083631873130798,Buteo buteo_Common Buzzard,20250610_153400.WAV,20250610_153400,3.0
Little Bunting,Emberiza pusilla,27.0,30.0,0.47490355372428894,Emberiza pusilla_Little Bunting,20250610_153500.WAV,20250610_153500,3.0
Say's Phoebe,Sayornis saya,42.0,45.0,0.27163583040237427,Sayornis saya_Say's Phoebe,20250610_153500.WAV,20250610_153500,3.0
Red-shouldered Hawk,Buteo lineatus,42.0,45.0,0.17235790193080902,Buteo lineatus_Red-shouldered Hawk,20250610_153500.WAV,20250610_153500,3.0
Red-shouldered Hawk,Buteo lineatus,45.0,48.0,0.2318117767572403,Buteo lineatus_Red-shouldered Hawk,20250610_153500.WAV,20250610_153500,3.0
Little Grebe,Tachybaptus ruficollis,15.0,18.0,0.14838506281375885,Tachybaptus ruficollis_Little Grebe,20250610_153600.WAV,20250610_153600,3.0
Mallard,Anas platyrhynchos,15.0,18.0,0.11761509627103806,Anas platyrhynchos_Mallard,20250610_153600.WAV,20250610_153600,3.0
Akohekohe,Palmeria dolei,51.0,54.0,0.4860340654850006,Palmeria dolei_Akohekohe,20250610_153600.WAV,20250610_153600,3.0
Osprey,Pandion haliaetus,51.0,54.0,0.13887731730937958,Pandion haliaetus_Osprey,20250610_153600.WAV,20250610_153600,3.0
Pileated Woodpecker,Dryocopus pileatus,0.0,3.0,0.1177181676030159,Dryocopus pileatus_Pileated Woodpecker,20250610_153700.WAV,20250610_153700,3.0
Carolina Wren,Thryothorus ludovicianus,3.0,6.0,0.6033415198326111,Thryothorus ludovicianus_Carolina Wren,20250610_153700.WAV,20250610_153700,3.0
Carolina Wren,Thryothorus ludovicianus,12.0,15.0,0.9639703631401062,Thryothorus ludovicianus_Carolina Wren,20250610_153700.WAV,20250610_153700,3.0
Pileated Woodpecker,Dryocopus pileatus,21.0,24.0,0.10371366888284683,Dryocopus pileatus_Pileated Woodpecker,20250610_153700.WAV,20250610_153700,3.0
Carolina Wren,Thryothorus ludovicianus,24.0,27.0,0.1518445461988449,Thryothorus ludovicianus_Carolina Wren,20250610_153700.WAV,20250610_153700,3.0
Akohekohe,Palmeria dolei,30.0,33.0,0.22774188220500946,Palmeria dolei_Akohekohe,20250610_153700.WAV,20250610_153700,3.0
Water Rail,Rallus aquaticus,30.0,33.0,0.1138913705945015,Rallus aquaticus_Water Rail,20250610_153700.WAV,20250610_153700,3.0
